url,status,elapsed_s,purpose
https://www.transfermarkt.us/oliver-heidarsson/profil/spieler/568585,200,1.54,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Barry%20Baggley,200,1.45,search:Barry Baggley
https://www.transfermarkt.us/barry-baggley/profil/spieler/515550,200,1.37,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Driess%20Saddiki,200,1.48,search:Driess Saddiki
https://www.transfermarkt.us/driess-saddiki/profil/spieler/370042,200,1.43,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Thomas%20Henry,200,1.49,search:Thomas Henry
https://www.transfermarkt.us/thomas-henry/profil/spieler/412513,200,1.32,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Tornike%20Dzotsenidze,200,1.35,search:Tornike Dzotsenidze
https://www.transfermarkt.us/tornike-dzotsenidze/profil/spieler/465622,200,1.37,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Sambou%20Sissoko,200,1.45,search:Sambou Sissoko
https://www.transfermarkt.us/sambou-sissoko/profil/spieler/649019,200,1.33,profile_verify
https://www.transfermarkt.us/sambou-sissoko/profil/spieler/522791,200,1.43,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Mohamed%20Soumah,200,1.62,search:Mohamed Soumah
https://www.transfermarkt.us/mohamed-soumah/profil/spieler/203228,200,5.65,profile_verify
https://www.transfermarkt.us/mohamed-soumah/profil/spieler/986760,200,1.39,profile_verify
https://www.transfermarkt.us/mohamed-soumah/profil/spieler/665732,200,1.41,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Daniils%20Cinajevs,200,9.54,search:Daniils Cinajevs
https://www.transfermarkt.us/daniils-cinajevs/profil/spieler/925403,200,2.7,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Noah%20Diliberto,200,4.92,search:Noah Diliberto
https://www.transfermarkt.us/noah-diliberto/profil/spieler/730280,200,4.74,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Jan%20Boril,200,1.35,search:Jan Boril
https://www.transfermarkt.us/jan-boril/profil/spieler/129655,200,6.36,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Ondrej%20Deml,200,1.42,search:Ondrej Deml
https://www.transfermarkt.us/ondrej-deml/profil/spieler/925893,200,1.33,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Kristaps%20Grabovskis,200,1.49,search:Kristaps Grabovskis
https://www.transfermarkt.us/kristaps-grabovskis/profil/spieler/907917,200,1.3,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Ryan%20Nyambe,200,1.63,search:Ryan Nyambe
https://www.transfermarkt.us/ryan-nyambe/profil/spieler/348469,200,1.39,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Murilo,200,1.98,search:Murilo
https://www.transfermarkt.us/murilo/profil/spieler/458710,200,1.38,profile_verify
https://www.transfermarkt.us/murilo/profil/spieler/345061,200,1.52,profile_verify
https://www.transfermarkt.us/murilo/profil/spieler/716576,200,1.38,profile_verify
